param,value
S0_0_0_0,1000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,1000000
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,1000000
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,1000000
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,1000000
R0_0,2.2268801877
R0_1,2.2268801877
R0_2,2.2268801877
R0_3,2.2268801877
R0_4,2.2268801877
Sample_0,0.0711286176
Sample_1,0.0711286176
Sample_2,0.0711286176
Sample_3,0.0711286176
Sample_4,0.0711286176
Recover_0,0.8046048157
Recover_1,0.8046048157
Recover_2,0.8046048157
Recover_3,0.8046048157
Recover_4,0.8046048157
Stop_time_0,7.9998712273
Time_of_interest_0,10.4325035953
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,1000000
Total_S0_1,1000000
Total_S0_2,1000000
Total_S0_3,1000000
Total_S0_4,1000000
Infect_0,1.9502e-06
Infect_1,1.9502e-06
Infect_2,1.9502e-06
Infect_3,1.9502e-06
Infect_4,1.9502e-06
VisitDepart_0_0,0.0030663734
VisitDepart_0_1,0.0030663734
VisitDepart_0_2,0.0030663734
VisitDepart_0_3,0.0030663734
VisitDepart_0_4,0.0030663734
VisitDepart_1_0,0.0030663734
VisitDepart_1_1,0.0030663734
VisitDepart_1_2,0.0030663734
VisitDepart_1_3,0.0030663734
VisitDepart_1_4,0.0030663734
VisitDepart_2_0,0.0030663734
VisitDepart_2_1,0.0030663734
VisitDepart_2_2,0.0030663734
VisitDepart_2_3,0.0030663734
VisitDepart_2_4,0.0030663734
VisitDepart_3_0,0.0030663734
VisitDepart_3_1,0.0030663734
VisitDepart_3_2,0.0030663734
VisitDepart_3_3,0.0030663734
VisitDepart_3_4,0.0030663734
VisitDepart_4_0,0.0030663734
VisitDepart_4_1,0.0030663734
VisitDepart_4_2,0.0030663734
VisitDepart_4_3,0.0030663734
VisitDepart_4_4,0.0030663734
VisitReturn_0_0,0.1673995659
VisitReturn_0_1,0.1673995659
VisitReturn_0_2,0.1673995659
VisitReturn_0_3,0.1673995659
VisitReturn_0_4,0.1673995659
VisitReturn_1_0,0.1673995659
VisitReturn_1_1,0.1673995659
VisitReturn_1_2,0.1673995659
VisitReturn_1_3,0.1673995659
VisitReturn_1_4,0.1673995659
VisitReturn_2_0,0.1673995659
VisitReturn_2_1,0.1673995659
VisitReturn_2_2,0.1673995659
VisitReturn_2_3,0.1673995659
VisitReturn_2_4,0.1673995659
VisitReturn_3_0,0.1673995659
VisitReturn_3_1,0.1673995659
VisitReturn_3_2,0.1673995659
VisitReturn_3_3,0.1673995659
VisitReturn_3_4,0.1673995659
VisitReturn_4_0,0.1673995659
VisitReturn_4_1,0.1673995659
VisitReturn_4_2,0.1673995659
VisitReturn_4_3,0.1673995659
VisitReturn_4_4,0.1673995659
VisitStationaryFreqs_0_0,0.931731335
VisitStationaryFreqs_0_1,0.0170671663
VisitStationaryFreqs_0_2,0.0170671663
VisitStationaryFreqs_0_3,0.0170671663
VisitStationaryFreqs_0_4,0.0170671663
VisitStationaryFreqs_1_0,0.0170671663
VisitStationaryFreqs_1_1,0.931731335
VisitStationaryFreqs_1_2,0.0170671663
VisitStationaryFreqs_1_3,0.0170671663
VisitStationaryFreqs_1_4,0.0170671663
VisitStationaryFreqs_2_0,0.0170671663
VisitStationaryFreqs_2_1,0.0170671663
VisitStationaryFreqs_2_2,0.931731335
VisitStationaryFreqs_2_3,0.0170671663
VisitStationaryFreqs_2_4,0.0170671663
VisitStationaryFreqs_3_0,0.0170671663
VisitStationaryFreqs_3_1,0.0170671663
VisitStationaryFreqs_3_2,0.0170671663
VisitStationaryFreqs_3_3,0.931731335
VisitStationaryFreqs_3_4,0.0170671663
VisitStationaryFreqs_4_0,0.0170671663
VisitStationaryFreqs_4_1,0.0170671663
VisitStationaryFreqs_4_2,0.0170671663
VisitStationaryFreqs_4_3,0.0170671663
VisitStationaryFreqs_4_4,0.931731335
VisitApproxInfect_0_0,1.817e-06
VisitApproxInfect_0_1,3.33e-08
VisitApproxInfect_0_2,3.33e-08
VisitApproxInfect_0_3,3.33e-08
VisitApproxInfect_0_4,3.33e-08
VisitApproxInfect_1_0,3.33e-08
VisitApproxInfect_1_1,1.817e-06
VisitApproxInfect_1_2,3.33e-08
VisitApproxInfect_1_3,3.33e-08
VisitApproxInfect_1_4,3.33e-08
VisitApproxInfect_2_0,3.33e-08
VisitApproxInfect_2_1,3.33e-08
VisitApproxInfect_2_2,1.817e-06
VisitApproxInfect_2_3,3.33e-08
VisitApproxInfect_2_4,3.33e-08
VisitApproxInfect_3_0,3.33e-08
VisitApproxInfect_3_1,3.33e-08
VisitApproxInfect_3_2,3.33e-08
VisitApproxInfect_3_3,1.817e-06
VisitApproxInfect_3_4,3.33e-08
VisitApproxInfect_4_0,3.33e-08
VisitApproxInfect_4_1,3.33e-08
VisitApproxInfect_4_2,3.33e-08
VisitApproxInfect_4_3,3.33e-08
VisitApproxInfect_4_4,1.817e-06
StartState_0,3
StartState_1,3
actual_sim_time_0,7.9998712273
SampleCount_0,21.0
SampleCount_1,183.0
SampleCount_2,281.0
SampleCount_3,1678.0
SampleCount_4,70.0
total_sampled_0,2233.0
num_sampled_per_capita_0,2.1e-05
num_sampled_per_capita_1,0.000183
num_sampled_per_capita_2,0.000281
num_sampled_per_capita_3,0.001678
num_sampled_per_capita_4,7e-05
Prevalence_0,262.0
Prevalence_1,1606.0
Prevalence_2,2299.0
Prevalence_3,13922.0
Prevalence_4,719.0
per_capita_prevalence_at_t_0,0.000262
per_capita_prevalence_at_t_1,0.001606
per_capita_prevalence_at_t_2,0.002299
per_capita_prevalence_at_t_3,0.013922
per_capita_prevalence_at_t_4,0.000719
final_Susceptible_0_0_0,999051.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,996661.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,995324.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,974131.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,998376.0
final_Contagious_0_0_0,220.0
final_Contagious_0_1_0,29.0
final_Contagious_0_2_0,43.0
final_Contagious_0_3_0,234.0
final_Contagious_0_4_0,7.0
final_Contagious_1_0_0,5.0
final_Contagious_1_1_0,1477.0
final_Contagious_1_2_0,35.0
final_Contagious_1_3_0,221.0
final_Contagious_1_4_0,12.0
final_Contagious_2_0_0,10.0
final_Contagious_2_1_0,21.0
final_Contagious_2_2_0,2120.0
final_Contagious_2_3_0,237.0
final_Contagious_2_4_0,17.0
final_Contagious_3_0_0,22.0
final_Contagious_3_1_0,56.0
final_Contagious_3_2_0,62.0
final_Contagious_3_3_0,13026.0
final_Contagious_3_4_0,35.0
final_Contagious_4_0_0,5.0
final_Contagious_4_1_0,23.0
final_Contagious_4_2_0,39.0
final_Contagious_4_3_0,204.0
final_Contagious_4_4_0,648.0
final_Recovered_0_0_0,416.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_0_4_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,1589.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_1_4_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,2271.0
final_Recovered_2_3_0,0.0
final_Recovered_2_4_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,12669.0
final_Recovered_3_4_0,0.0
final_Recovered_4_0_0,0.0
final_Recovered_4_1_0,0.0
final_Recovered_4_2_0,0.0
final_Recovered_4_3_0,0.0
final_Recovered_4_4_0,705.0
most_recent_tip_age_0,0.0
log_R0_0,0.800601587
log_R0_1,0.800601587
