param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_1_0_0,0
S0_1_1_0,100000000
R0_0,6.7702999994
R0_1,6.7702999994
Sample_0,0.0654267177
Sample_1,0.0654267177
Recover_0,0.199722039
Recover_1,0.199722039
Stop_time_0,3.9956351082
Time_of_interest_0,43.5210742506
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Infect_0,1.8e-08
Infect_1,1.8e-08
VisitDepart_0_0,0.0163079288
VisitDepart_0_1,0.0163079288
VisitDepart_1_0,0.0163079288
VisitDepart_1_1,0.0163079288
VisitReturn_0_0,0.3347664647
VisitReturn_0_1,0.3347664647
VisitReturn_1_0,0.3347664647
VisitReturn_1_1,0.3347664647
VisitStationaryFreqs_0_0,0.9535485098
VisitStationaryFreqs_0_1,0.0464514902
VisitStationaryFreqs_1_0,0.0464514902
VisitStationaryFreqs_1_1,0.9535485098
VisitApproxInfect_0_0,1.71e-08
VisitApproxInfect_0_1,8e-10
VisitApproxInfect_1_0,8e-10
VisitApproxInfect_1_1,1.71e-08
StartState_0,1
StartState_1,1
actual_sim_time_0,3.9956351082
SampleCount_0,25.0
SampleCount_1,16.0
total_sampled_0,41.0
num_sampled_per_capita_0,2.5e-07
num_sampled_per_capita_1,1.6e-07
Prevalence_0,199.0
Prevalence_1,124.0
per_capita_prevalence_at_t_0,1.99e-06
per_capita_prevalence_at_t_1,1.24e-06
final_Susceptible_0_0_0,99999744.0
final_Susceptible_0_1_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999828.0
final_Contagious_0_0_0,194.0
final_Contagious_0_1_0,6.0
final_Contagious_1_0_0,5.0
final_Contagious_1_1_0,118.0
final_Recovered_0_0_0,56.0
final_Recovered_0_1_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,50.0
most_recent_tip_age_0,0.0
log_R0_0,1.912545399
log_R0_1,1.912545399
log_Sample_0,-2.7268245759
log_Sample_1,-2.7268245759
log_Recover_0,-1.6108286841
log_Recover_1,-1.6108286841
log_VisitDepart_0_0,-4.1161038629
log_VisitDepart_0_1,-4.1161038629
log_VisitDepart_1_0,-4.1161038629
log_VisitDepart_1_1,-4.1161038629
log_VisitReturn_0_0,-1.0943221106
log_VisitReturn_0_1,-1.0943221106
log_VisitReturn_1_0,-1.0943221106
log_VisitReturn_1_1,-1.0943221106
log_Infect_0,-17.8355996093
log_Infect_1,-17.8355996093
