param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,9.8903720591
R0_1,9.8903720591
R0_2,9.8903720591
Sample_0,0.015176
Sample_1,0.015176
Sample_2,0.015176
Recover_0,0.2422034917
Recover_1,0.2422034917
Recover_2,0.2422034917
Stop_time_0,3.9977712216
Time_of_interest_0,2.3134725689
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,2.55e-08
Infect_1,2.55e-08
Infect_2,2.55e-08
VisitDepart_0_0,0.012070467
VisitDepart_0_1,0.012070467
VisitDepart_0_2,0.012070467
VisitDepart_1_0,0.012070467
VisitDepart_1_1,0.012070467
VisitDepart_1_2,0.012070467
VisitDepart_2_0,0.012070467
VisitDepart_2_1,0.012070467
VisitDepart_2_2,0.012070467
VisitReturn_0_0,0.8759692523
VisitReturn_0_1,0.8759692523
VisitReturn_0_2,0.8759692523
VisitReturn_1_0,0.8759692523
VisitReturn_1_1,0.8759692523
VisitReturn_1_2,0.8759692523
VisitReturn_2_0,0.8759692523
VisitReturn_2_1,0.8759692523
VisitReturn_2_2,0.8759692523
VisitStationaryFreqs_0_0,0.9731800234
VisitStationaryFreqs_0_1,0.0134099883
VisitStationaryFreqs_0_2,0.0134099883
VisitStationaryFreqs_1_0,0.0134099883
VisitStationaryFreqs_1_1,0.9731800234
VisitStationaryFreqs_1_2,0.0134099883
VisitStationaryFreqs_2_0,0.0134099883
VisitStationaryFreqs_2_1,0.0134099883
VisitStationaryFreqs_2_2,0.9731800234
VisitApproxInfect_0_0,2.48e-08
VisitApproxInfect_0_1,3e-10
VisitApproxInfect_0_2,3e-10
VisitApproxInfect_1_0,3e-10
VisitApproxInfect_1_1,2.48e-08
VisitApproxInfect_1_2,3e-10
VisitApproxInfect_2_0,3e-10
VisitApproxInfect_2_1,3e-10
VisitApproxInfect_2_2,2.48e-08
StartState_0,1
StartState_1,1
actual_sim_time_0,3.9977712216
SampleCount_0,16.0
SampleCount_1,486.0
SampleCount_2,15.0
total_sampled_0,517.0
num_sampled_per_capita_0,1.6e-07
num_sampled_per_capita_1,4.86e-06
num_sampled_per_capita_2,1.5e-07
Prevalence_0,3.0
Prevalence_1,199.5524203949
Prevalence_2,1.0
per_capita_prevalence_at_t_0,3e-08
per_capita_prevalence_at_t_1,1.9955e-06
per_capita_prevalence_at_t_2,1e-08
final_Susceptible_0_0_0,99999526.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99990185.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999631.0
final_Contagious_0_0_0,313.0
final_Contagious_0_1_0,101.0
final_Contagious_0_2_0,3.0
final_Contagious_1_0_0,30.0
final_Contagious_1_1_0,8332.0
final_Contagious_1_2_0,29.0
final_Contagious_2_0_0,3.0
final_Contagious_2_1_0,85.0
final_Contagious_2_2_0,219.0
final_Recovered_0_0_0,57.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,1425.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,62.0
most_recent_tip_age_0,0.0
log_R0_0,2.2915617647
log_R0_1,2.2915617647
log_R0_2,2.2915617647
log_Sample_0,-4.188040047
log_Sample_1,-4.188040047
log_Sample_2,-4.188040047
log_Recover_0,-1.4179770313
log_Recover_1,-1.4179770313
log_Recover_2,-1.4179770313
log_VisitDepart_0_0,-4.4169935497
log_VisitDepart_0_1,-4.4169935497
log_VisitDepart_0_2,-4.4169935497
log_VisitDepart_1_0,-4.4169935497
log_VisitDepart_1_1,-4.4169935497
log_VisitDepart_1_2,-4.4169935497
log_VisitDepart_2_0,-4.4169935497
log_VisitDepart_2_1,-4.4169935497
log_VisitDepart_2_2,-4.4169935497
log_VisitReturn_0_0,-0.1324242888
log_VisitReturn_0_1,-0.1324242888
log_VisitReturn_0_2,-0.1324242888
log_VisitReturn_1_0,-0.1324242888
log_VisitReturn_1_1,-0.1324242888
log_VisitReturn_1_2,-0.1324242888
log_VisitReturn_2_0,-0.1324242888
log_VisitReturn_2_1,-0.1324242888
log_VisitReturn_2_2,-0.1324242888
log_Infect_0,-17.4863226411
log_Infect_1,-17.4863226411
log_Infect_2,-17.4863226411
