param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,4.9316721041
R0_1,4.9316721041
R0_2,4.9316721041
Sample_0,0.010408703
Sample_1,0.010408703
Sample_2,0.010408703
Recover_0,0.6715816378
Recover_1,0.6715816378
Recover_2,0.6715816378
Stop_time_0,3.9972240675
Time_of_interest_0,0.2035978208
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,3.36e-08
Infect_1,3.36e-08
Infect_2,3.36e-08
VisitDepart_0_0,0.0663700959
VisitDepart_0_1,0.0663700959
VisitDepart_0_2,0.0663700959
VisitDepart_1_0,0.0663700959
VisitDepart_1_1,0.0663700959
VisitDepart_1_2,0.0663700959
VisitDepart_2_0,0.0663700959
VisitDepart_2_1,0.0663700959
VisitDepart_2_2,0.0663700959
VisitReturn_0_0,0.129133641
VisitReturn_0_1,0.129133641
VisitReturn_0_2,0.129133641
VisitReturn_1_0,0.129133641
VisitReturn_1_1,0.129133641
VisitReturn_1_2,0.129133641
VisitReturn_2_0,0.129133641
VisitReturn_2_1,0.129133641
VisitReturn_2_2,0.129133641
VisitStationaryFreqs_0_0,0.4931139534
VisitStationaryFreqs_0_1,0.2534430233
VisitStationaryFreqs_0_2,0.2534430233
VisitStationaryFreqs_1_0,0.2534430233
VisitStationaryFreqs_1_1,0.4931139534
VisitStationaryFreqs_1_2,0.2534430233
VisitStationaryFreqs_2_0,0.2534430233
VisitStationaryFreqs_2_1,0.2534430233
VisitStationaryFreqs_2_2,0.4931139534
VisitApproxInfect_0_0,1.66e-08
VisitApproxInfect_0_1,8.5e-09
VisitApproxInfect_0_2,8.5e-09
VisitApproxInfect_1_0,8.5e-09
VisitApproxInfect_1_1,1.66e-08
VisitApproxInfect_1_2,8.5e-09
VisitApproxInfect_2_0,8.5e-09
VisitApproxInfect_2_1,8.5e-09
VisitApproxInfect_2_2,1.66e-08
StartState_0,1
StartState_1,1
actual_sim_time_0,3.9972240675
SampleCount_0,1038.0
SampleCount_1,3933.0
SampleCount_2,656.0
total_sampled_0,5627.0
num_sampled_per_capita_0,1.038e-05
num_sampled_per_capita_1,3.933e-05
num_sampled_per_capita_2,6.56e-06
Prevalence_0,0.0
Prevalence_1,3.0
Prevalence_2,0.0
per_capita_prevalence_at_t_0,0.0
per_capita_prevalence_at_t_1,3e-08
per_capita_prevalence_at_t_2,0.0
final_Susceptible_0_0_0,99959735.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99942183.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99962135.0
final_Contagious_0_0_0,9273.0
final_Contagious_0_1_0,18346.0
final_Contagious_0_2_0,3052.0
final_Contagious_1_0_0,4923.0
final_Contagious_1_1_0,35365.0
final_Contagious_1_2_0,3456.0
final_Contagious_2_0_0,4461.0
final_Contagious_2_1_0,18259.0
final_Contagious_2_2_0,6159.0
final_Recovered_0_0_0,9594.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,14074.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,8986.0
most_recent_tip_age_0,0.0
log_R0_0,1.5956780997
log_R0_1,1.5956780997
log_R0_2,1.5956780997
log_Sample_0,-4.5651129989
log_Sample_1,-4.5651129989
log_Sample_2,-4.5651129989
log_Recover_0,-0.3981196951
log_Recover_1,-0.3981196951
log_Recover_2,-0.3981196951
log_VisitDepart_0_0,-2.712508687
log_VisitDepart_0_1,-2.712508687
log_VisitDepart_0_2,-2.712508687
log_VisitDepart_1_0,-2.712508687
log_VisitDepart_1_1,-2.712508687
log_VisitDepart_1_2,-2.712508687
log_VisitDepart_2_0,-2.712508687
log_VisitDepart_2_1,-2.712508687
log_VisitDepart_2_2,-2.712508687
log_VisitReturn_0_0,-2.0469074342
log_VisitReturn_0_1,-2.0469074342
log_VisitReturn_0_2,-2.0469074342
log_VisitReturn_1_0,-2.0469074342
log_VisitReturn_1_1,-2.0469074342
log_VisitReturn_1_2,-2.0469074342
log_VisitReturn_2_0,-2.0469074342
log_VisitReturn_2_1,-2.0469074342
log_VisitReturn_2_2,-2.0469074342
log_Infect_0,-17.2077424286
log_Infect_1,-17.2077424286
log_Infect_2,-17.2077424286
