param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,7.7014536384
R0_1,7.7014536384
R0_2,7.7014536384
Sample_0,0.0876235659
Sample_1,0.0876235659
Sample_2,0.0876235659
Recover_0,0.1296654722
Recover_1,0.1296654722
Recover_2,0.1296654722
Stop_time_0,3.9995764533
Time_of_interest_0,15.1468070374
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,1.67e-08
Infect_1,1.67e-08
Infect_2,1.67e-08
VisitDepart_0_0,0.099756012
VisitDepart_0_1,0.099756012
VisitDepart_0_2,0.099756012
VisitDepart_1_0,0.099756012
VisitDepart_1_1,0.099756012
VisitDepart_1_2,0.099756012
VisitDepart_2_0,0.099756012
VisitDepart_2_1,0.099756012
VisitDepart_2_2,0.099756012
VisitReturn_0_0,0.1343633718
VisitReturn_0_1,0.1343633718
VisitReturn_0_2,0.1343633718
VisitReturn_1_0,0.1343633718
VisitReturn_1_1,0.1343633718
VisitReturn_1_2,0.1343633718
VisitReturn_2_0,0.1343633718
VisitReturn_2_1,0.1343633718
VisitReturn_2_2,0.1343633718
VisitStationaryFreqs_0_0,0.4024356795
VisitStationaryFreqs_0_1,0.2987821602
VisitStationaryFreqs_0_2,0.2987821602
VisitStationaryFreqs_1_0,0.2987821602
VisitStationaryFreqs_1_1,0.4024356795
VisitStationaryFreqs_1_2,0.2987821602
VisitStationaryFreqs_2_0,0.2987821602
VisitStationaryFreqs_2_1,0.2987821602
VisitStationaryFreqs_2_2,0.4024356795
VisitApproxInfect_0_0,6.7e-09
VisitApproxInfect_0_1,5e-09
VisitApproxInfect_0_2,5e-09
VisitApproxInfect_1_0,5e-09
VisitApproxInfect_1_1,6.7e-09
VisitApproxInfect_1_2,5e-09
VisitApproxInfect_2_0,5e-09
VisitApproxInfect_2_1,5e-09
VisitApproxInfect_2_2,6.7e-09
StartState_0,2
StartState_1,2
actual_sim_time_0,3.9995764533
SampleCount_0,18.0
SampleCount_1,4.0
SampleCount_2,36.0
total_sampled_0,58.0
num_sampled_per_capita_0,1.8e-07
num_sampled_per_capita_1,4e-08
num_sampled_per_capita_2,3.6e-07
Prevalence_0,232.0
Prevalence_1,69.0
Prevalence_2,295.0
per_capita_prevalence_at_t_0,2.32e-06
per_capita_prevalence_at_t_1,6.9e-07
per_capita_prevalence_at_t_2,2.95e-06
final_Susceptible_0_0_0,99999769.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999776.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999759.0
final_Contagious_0_0_0,87.0
final_Contagious_0_1_0,16.0
final_Contagious_0_2_0,94.0
final_Contagious_1_0_0,74.0
final_Contagious_1_1_0,38.0
final_Contagious_1_2_0,85.0
final_Contagious_2_0_0,71.0
final_Contagious_2_1_0,15.0
final_Contagious_2_2_0,116.0
final_Recovered_0_0_0,34.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,27.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,40.0
most_recent_tip_age_0,0.0
log_R0_0,2.0414090953
log_R0_1,2.0414090953
log_R0_2,2.0414090953
log_Sample_0,-2.4347052996
log_Sample_1,-2.4347052996
log_Sample_2,-2.4347052996
log_Recover_0,-2.0427974357
log_Recover_1,-2.0427974357
log_Recover_2,-2.0427974357
log_VisitDepart_0_0,-2.305027954
log_VisitDepart_0_1,-2.305027954
log_VisitDepart_0_2,-2.305027954
log_VisitDepart_1_0,-2.305027954
log_VisitDepart_1_1,-2.305027954
log_VisitDepart_1_2,-2.305027954
log_VisitDepart_2_0,-2.305027954
log_VisitDepart_2_1,-2.305027954
log_VisitDepart_2_2,-2.305027954
log_VisitReturn_0_0,-2.0072074192
log_VisitReturn_0_1,-2.0072074192
log_VisitReturn_0_2,-2.0072074192
log_VisitReturn_1_0,-2.0072074192
log_VisitReturn_1_1,-2.0072074192
log_VisitReturn_1_2,-2.0072074192
log_VisitReturn_2_0,-2.0072074192
log_VisitReturn_2_1,-2.0072074192
log_VisitReturn_2_2,-2.0072074192
log_Infect_0,-17.9057984873
log_Infect_1,-17.9057984873
log_Infect_2,-17.9057984873
