param,value
S0_0_0_0,399541
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,399541
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,399541
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,399541
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,399541
R0_0,5.3177197324
R0_1,5.3177197324
R0_2,5.3177197324
R0_3,5.3177197324
R0_4,5.3177197324
Sample_0,0.0276335475
Sample_1,0.0276335475
Sample_2,0.0276335475
Sample_3,0.0276335475
Sample_4,0.0276335475
Recover_0,0.3393149564
Recover_1,0.3393149564
Recover_2,0.3393149564
Recover_3,0.3393149564
Recover_4,0.3393149564
Stop_time_0,16.5854528058
Time_of_interest_0,11.5106447564
nSampled_tips_0,201
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,399541
Total_S0_1,399541
Total_S0_2,399541
Total_S0_3,399541
Total_S0_4,399541
Infect_0,4.8839e-06
Infect_1,4.8839e-06
Infect_2,4.8839e-06
Infect_3,4.8839e-06
Infect_4,4.8839e-06
VisitDepart_0_0,0.0095288916
VisitDepart_0_1,0.0095288916
VisitDepart_0_2,0.0095288916
VisitDepart_0_3,0.0095288916
VisitDepart_0_4,0.0095288916
VisitDepart_1_0,0.0095288916
VisitDepart_1_1,0.0095288916
VisitDepart_1_2,0.0095288916
VisitDepart_1_3,0.0095288916
VisitDepart_1_4,0.0095288916
VisitDepart_2_0,0.0095288916
VisitDepart_2_1,0.0095288916
VisitDepart_2_2,0.0095288916
VisitDepart_2_3,0.0095288916
VisitDepart_2_4,0.0095288916
VisitDepart_3_0,0.0095288916
VisitDepart_3_1,0.0095288916
VisitDepart_3_2,0.0095288916
VisitDepart_3_3,0.0095288916
VisitDepart_3_4,0.0095288916
VisitDepart_4_0,0.0095288916
VisitDepart_4_1,0.0095288916
VisitDepart_4_2,0.0095288916
VisitDepart_4_3,0.0095288916
VisitDepart_4_4,0.0095288916
VisitReturn_0_0,0.4782757898
VisitReturn_0_1,0.4782757898
VisitReturn_0_2,0.4782757898
VisitReturn_0_3,0.4782757898
VisitReturn_0_4,0.4782757898
VisitReturn_1_0,0.4782757898
VisitReturn_1_1,0.4782757898
VisitReturn_1_2,0.4782757898
VisitReturn_1_3,0.4782757898
VisitReturn_1_4,0.4782757898
VisitReturn_2_0,0.4782757898
VisitReturn_2_1,0.4782757898
VisitReturn_2_2,0.4782757898
VisitReturn_2_3,0.4782757898
VisitReturn_2_4,0.4782757898
VisitReturn_3_0,0.4782757898
VisitReturn_3_1,0.4782757898
VisitReturn_3_2,0.4782757898
VisitReturn_3_3,0.4782757898
VisitReturn_3_4,0.4782757898
VisitReturn_4_0,0.4782757898
VisitReturn_4_1,0.4782757898
VisitReturn_4_2,0.4782757898
VisitReturn_4_3,0.4782757898
VisitReturn_4_4,0.4782757898
VisitStationaryFreqs_0_0,0.9261886049
VisitStationaryFreqs_0_1,0.0184528488
VisitStationaryFreqs_0_2,0.0184528488
VisitStationaryFreqs_0_3,0.0184528488
VisitStationaryFreqs_0_4,0.0184528488
VisitStationaryFreqs_1_0,0.0184528488
VisitStationaryFreqs_1_1,0.9261886049
VisitStationaryFreqs_1_2,0.0184528488
VisitStationaryFreqs_1_3,0.0184528488
VisitStationaryFreqs_1_4,0.0184528488
VisitStationaryFreqs_2_0,0.0184528488
VisitStationaryFreqs_2_1,0.0184528488
VisitStationaryFreqs_2_2,0.9261886049
VisitStationaryFreqs_2_3,0.0184528488
VisitStationaryFreqs_2_4,0.0184528488
VisitStationaryFreqs_3_0,0.0184528488
VisitStationaryFreqs_3_1,0.0184528488
VisitStationaryFreqs_3_2,0.0184528488
VisitStationaryFreqs_3_3,0.9261886049
VisitStationaryFreqs_3_4,0.0184528488
VisitStationaryFreqs_4_0,0.0184528488
VisitStationaryFreqs_4_1,0.0184528488
VisitStationaryFreqs_4_2,0.0184528488
VisitStationaryFreqs_4_3,0.0184528488
VisitStationaryFreqs_4_4,0.9261886049
