param,value
S0_0_0_0,254337
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,254337
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,254337
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,254337
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,254337
R0_0,7.7230098877
R0_1,7.7230098877
R0_2,7.7230098877
R0_3,7.7230098877
R0_4,7.7230098877
Sample_0,0.0473480289
Sample_1,0.0473480289
Sample_2,0.0473480289
Sample_3,0.0473480289
Sample_4,0.0473480289
Recover_0,0.7694075058
Recover_1,0.7694075058
Recover_2,0.7694075058
Recover_3,0.7694075058
Recover_4,0.7694075058
Stop_time_0,7.1959428831
Time_of_interest_0,5.4740408254
nSampled_tips_0,308
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,254337
Total_S0_1,254337
Total_S0_2,254337
Total_S0_3,254337
Total_S0_4,254337
Infect_0,2.4801e-05
Infect_1,2.4801e-05
Infect_2,2.4801e-05
Infect_3,2.4801e-05
Infect_4,2.4801e-05
VisitDepart_0_0,0.009682126
VisitDepart_0_1,0.009682126
VisitDepart_0_2,0.009682126
VisitDepart_0_3,0.009682126
VisitDepart_0_4,0.009682126
VisitDepart_1_0,0.009682126
VisitDepart_1_1,0.009682126
VisitDepart_1_2,0.009682126
VisitDepart_1_3,0.009682126
VisitDepart_1_4,0.009682126
VisitDepart_2_0,0.009682126
VisitDepart_2_1,0.009682126
VisitDepart_2_2,0.009682126
VisitDepart_2_3,0.009682126
VisitDepart_2_4,0.009682126
VisitDepart_3_0,0.009682126
VisitDepart_3_1,0.009682126
VisitDepart_3_2,0.009682126
VisitDepart_3_3,0.009682126
VisitDepart_3_4,0.009682126
VisitDepart_4_0,0.009682126
VisitDepart_4_1,0.009682126
VisitDepart_4_2,0.009682126
VisitDepart_4_3,0.009682126
VisitDepart_4_4,0.009682126
VisitReturn_0_0,0.660731224
VisitReturn_0_1,0.660731224
VisitReturn_0_2,0.660731224
VisitReturn_0_3,0.660731224
VisitReturn_0_4,0.660731224
VisitReturn_1_0,0.660731224
VisitReturn_1_1,0.660731224
VisitReturn_1_2,0.660731224
VisitReturn_1_3,0.660731224
VisitReturn_1_4,0.660731224
VisitReturn_2_0,0.660731224
VisitReturn_2_1,0.660731224
VisitReturn_2_2,0.660731224
VisitReturn_2_3,0.660731224
VisitReturn_2_4,0.660731224
VisitReturn_3_0,0.660731224
VisitReturn_3_1,0.660731224
VisitReturn_3_2,0.660731224
VisitReturn_3_3,0.660731224
VisitReturn_3_4,0.660731224
VisitReturn_4_0,0.660731224
VisitReturn_4_1,0.660731224
VisitReturn_4_2,0.660731224
VisitReturn_4_3,0.660731224
VisitReturn_4_4,0.660731224
VisitStationaryFreqs_0_0,0.9446308309
VisitStationaryFreqs_0_1,0.0138422923
VisitStationaryFreqs_0_2,0.0138422923
VisitStationaryFreqs_0_3,0.0138422923
VisitStationaryFreqs_0_4,0.0138422923
VisitStationaryFreqs_1_0,0.0138422923
VisitStationaryFreqs_1_1,0.9446308309
VisitStationaryFreqs_1_2,0.0138422923
VisitStationaryFreqs_1_3,0.0138422923
VisitStationaryFreqs_1_4,0.0138422923
VisitStationaryFreqs_2_0,0.0138422923
VisitStationaryFreqs_2_1,0.0138422923
VisitStationaryFreqs_2_2,0.9446308309
VisitStationaryFreqs_2_3,0.0138422923
VisitStationaryFreqs_2_4,0.0138422923
VisitStationaryFreqs_3_0,0.0138422923
VisitStationaryFreqs_3_1,0.0138422923
VisitStationaryFreqs_3_2,0.0138422923
VisitStationaryFreqs_3_3,0.9446308309
VisitStationaryFreqs_3_4,0.0138422923
VisitStationaryFreqs_4_0,0.0138422923
VisitStationaryFreqs_4_1,0.0138422923
VisitStationaryFreqs_4_2,0.0138422923
VisitStationaryFreqs_4_3,0.0138422923
VisitStationaryFreqs_4_4,0.9446308309
VisitApproxInfect_0_0,2.34278e-05
VisitApproxInfect_0_1,3.433e-07
VisitApproxInfect_0_2,3.433e-07
VisitApproxInfect_0_3,3.433e-07
VisitApproxInfect_0_4,3.433e-07
VisitApproxInfect_1_0,3.433e-07
VisitApproxInfect_1_1,2.34278e-05
VisitApproxInfect_1_2,3.433e-07
VisitApproxInfect_1_3,3.433e-07
VisitApproxInfect_1_4,3.433e-07
VisitApproxInfect_2_0,3.433e-07
VisitApproxInfect_2_1,3.433e-07
VisitApproxInfect_2_2,2.34278e-05
VisitApproxInfect_2_3,3.433e-07
VisitApproxInfect_2_4,3.433e-07
VisitApproxInfect_3_0,3.433e-07
VisitApproxInfect_3_1,3.433e-07
VisitApproxInfect_3_2,3.433e-07
VisitApproxInfect_3_3,2.34278e-05
VisitApproxInfect_3_4,3.433e-07
VisitApproxInfect_4_0,3.433e-07
VisitApproxInfect_4_1,3.433e-07
VisitApproxInfect_4_2,3.433e-07
VisitApproxInfect_4_3,3.433e-07
VisitApproxInfect_4_4,2.34278e-05
StartState_0,3
StartState_1,3
actual_sim_time_0,1.735958193
SampleCount_0,1.0
SampleCount_1,3.0
SampleCount_2,1.0
