param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,100000000
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,100000000
R0_0,6.4720944045
R0_1,6.4720944045
R0_2,6.4720944045
R0_3,6.4720944045
R0_4,6.4720944045
Sample_0,0.0138220664
Sample_1,0.0138220664
Sample_2,0.0138220664
Sample_3,0.0138220664
Sample_4,0.0138220664
Recover_0,0.3422125967
Recover_1,0.3422125967
Recover_2,0.3422125967
Recover_3,0.3422125967
Recover_4,0.3422125967
Stop_time_0,3.9955992446
Time_of_interest_0,69.774488103
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Total_S0_3,100000000
Total_S0_4,100000000
Infect_0,2.3e-08
Infect_1,2.3e-08
Infect_2,2.3e-08
Infect_3,2.3e-08
Infect_4,2.3e-08
VisitDepart_0_0,0.3833516116
VisitDepart_0_1,0.3833516116
VisitDepart_0_2,0.3833516116
VisitDepart_0_3,0.3833516116
VisitDepart_0_4,0.3833516116
VisitDepart_1_0,0.3833516116
VisitDepart_1_1,0.3833516116
VisitDepart_1_2,0.3833516116
VisitDepart_1_3,0.3833516116
VisitDepart_1_4,0.3833516116
VisitDepart_2_0,0.3833516116
VisitDepart_2_1,0.3833516116
VisitDepart_2_2,0.3833516116
VisitDepart_2_3,0.3833516116
VisitDepart_2_4,0.3833516116
VisitDepart_3_0,0.3833516116
VisitDepart_3_1,0.3833516116
VisitDepart_3_2,0.3833516116
VisitDepart_3_3,0.3833516116
VisitDepart_3_4,0.3833516116
VisitDepart_4_0,0.3833516116
VisitDepart_4_1,0.3833516116
VisitDepart_4_2,0.3833516116
VisitDepart_4_3,0.3833516116
VisitDepart_4_4,0.3833516116
VisitReturn_0_0,0.0148635162
VisitReturn_0_1,0.0148635162
VisitReturn_0_2,0.0148635162
VisitReturn_0_3,0.0148635162
VisitReturn_0_4,0.0148635162
VisitReturn_1_0,0.0148635162
VisitReturn_1_1,0.0148635162
VisitReturn_1_2,0.0148635162
VisitReturn_1_3,0.0148635162
VisitReturn_1_4,0.0148635162
VisitReturn_2_0,0.0148635162
VisitReturn_2_1,0.0148635162
VisitReturn_2_2,0.0148635162
VisitReturn_2_3,0.0148635162
VisitReturn_2_4,0.0148635162
VisitReturn_3_0,0.0148635162
VisitReturn_3_1,0.0148635162
VisitReturn_3_2,0.0148635162
VisitReturn_3_3,0.0148635162
VisitReturn_3_4,0.0148635162
VisitReturn_4_0,0.0148635162
VisitReturn_4_1,0.0148635162
VisitReturn_4_2,0.0148635162
VisitReturn_4_3,0.0148635162
VisitReturn_4_4,0.0148635162
VisitStationaryFreqs_0_0,0.0096000805
VisitStationaryFreqs_0_1,0.2475999799
VisitStationaryFreqs_0_2,0.2475999799
VisitStationaryFreqs_0_3,0.2475999799
VisitStationaryFreqs_0_4,0.2475999799
VisitStationaryFreqs_1_0,0.2475999799
VisitStationaryFreqs_1_1,0.0096000805
VisitStationaryFreqs_1_2,0.2475999799
VisitStationaryFreqs_1_3,0.2475999799
VisitStationaryFreqs_1_4,0.2475999799
VisitStationaryFreqs_2_0,0.2475999799
VisitStationaryFreqs_2_1,0.2475999799
VisitStationaryFreqs_2_2,0.0096000805
VisitStationaryFreqs_2_3,0.2475999799
VisitStationaryFreqs_2_4,0.2475999799
VisitStationaryFreqs_3_0,0.2475999799
VisitStationaryFreqs_3_1,0.2475999799
VisitStationaryFreqs_3_2,0.2475999799
VisitStationaryFreqs_3_3,0.0096000805
VisitStationaryFreqs_3_4,0.2475999799
VisitStationaryFreqs_4_0,0.2475999799
VisitStationaryFreqs_4_1,0.2475999799
VisitStationaryFreqs_4_2,0.2475999799
VisitStationaryFreqs_4_3,0.2475999799
VisitStationaryFreqs_4_4,0.0096000805
VisitApproxInfect_0_0,2e-10
VisitApproxInfect_0_1,5.7e-09
VisitApproxInfect_0_2,5.7e-09
VisitApproxInfect_0_3,5.7e-09
VisitApproxInfect_0_4,5.7e-09
VisitApproxInfect_1_0,5.7e-09
VisitApproxInfect_1_1,2e-10
VisitApproxInfect_1_2,5.7e-09
VisitApproxInfect_1_3,5.7e-09
VisitApproxInfect_1_4,5.7e-09
VisitApproxInfect_2_0,5.7e-09
VisitApproxInfect_2_1,5.7e-09
VisitApproxInfect_2_2,2e-10
VisitApproxInfect_2_3,5.7e-09
VisitApproxInfect_2_4,5.7e-09
VisitApproxInfect_3_0,5.7e-09
VisitApproxInfect_3_1,5.7e-09
VisitApproxInfect_3_2,5.7e-09
VisitApproxInfect_3_3,2e-10
VisitApproxInfect_3_4,5.7e-09
VisitApproxInfect_4_0,5.7e-09
VisitApproxInfect_4_1,5.7e-09
VisitApproxInfect_4_2,5.7e-09
VisitApproxInfect_4_3,5.7e-09
VisitApproxInfect_4_4,2e-10
StartState_0,1
StartState_1,0
actual_sim_time_0,3.9955992446
SampleCount_0,112.0
SampleCount_1,0.0
SampleCount_2,1.0
SampleCount_3,0.0
SampleCount_4,1.0
total_sampled_0,114.0
num_sampled_per_capita_0,1.12e-06
num_sampled_per_capita_1,0.0
num_sampled_per_capita_2,1e-08
num_sampled_per_capita_3,0.0
num_sampled_per_capita_4,1e-08
Prevalence_0,1576.0
Prevalence_1,29.0
Prevalence_2,19.0
Prevalence_3,9.0
Prevalence_4,12.0
per_capita_prevalence_at_t_0,1.576e-05
per_capita_prevalence_at_t_1,2.9e-07
per_capita_prevalence_at_t_2,1.9e-07
per_capita_prevalence_at_t_3,9e-08
per_capita_prevalence_at_t_4,1.2e-07
final_Susceptible_0_0_0,99999972.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999450.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999500.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,99999506.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,99999502.0
final_Contagious_0_0_0,8.0
final_Contagious_0_1_0,5.0
final_Contagious_0_2_0,3.0
final_Contagious_0_3_0,3.0
final_Contagious_0_4_0,2.0
final_Contagious_1_0_0,426.0
final_Contagious_1_1_0,5.0
final_Contagious_1_2_0,6.0
final_Contagious_1_3_0,4.0
final_Contagious_1_4_0,1.0
final_Contagious_2_0_0,378.0
final_Contagious_2_1_0,6.0
final_Contagious_2_2_0,1.0
final_Contagious_2_3_0,1.0
final_Contagious_2_4_0,4.0
final_Contagious_3_0_0,382.0
final_Contagious_3_1_0,5.0
final_Contagious_3_2_0,2.0
final_Contagious_3_3_0,1.0
final_Contagious_3_4_0,3.0
final_Contagious_4_0_0,382.0
final_Contagious_4_1_0,8.0
final_Contagious_4_2_0,7.0
final_Contagious_4_3_0,0.0
final_Contagious_4_4_0,2.0
final_Recovered_0_0_0,7.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_0_4_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,109.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_1_4_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,110.0
final_Recovered_2_3_0,0.0
final_Recovered_2_4_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,101.0
final_Recovered_3_4_0,0.0
final_Recovered_4_0_0,0.0
final_Recovered_4_1_0,0.0
final_Recovered_4_2_0,0.0
final_Recovered_4_3_0,0.0
final_Recovered_4_4_0,99.0
most_recent_tip_age_0,0.0
log_R0_0,1.8674997663
log_R0_1,1.8674997663
log_R0_2,1.8674997663
log_R0_3,1.8674997663
log_R0_4,1.8674997663
log_Sample_0,-4.28148895
log_Sample_1,-4.28148895
log_Sample_2,-4.28148895
log_Sample_3,-4.28148895
log_Sample_4,-4.28148895
log_Recover_0,-1.0723231073
log_Recover_1,-1.0723231073
log_Recover_2,-1.0723231073
log_Recover_3,-1.0723231073
log_Recover_4,-1.0723231073
log_VisitDepart_0_0,-0.9588026649
log_VisitDepart_0_1,-0.9588026649
log_VisitDepart_0_2,-0.9588026649
log_VisitDepart_0_3,-0.9588026649
log_VisitDepart_0_4,-0.9588026649
