param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_1_3_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
S0_2_3_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,100000000
R0_0,11.4523490536
R0_1,11.4523490536
R0_2,11.4523490536
R0_3,11.4523490536
Sample_0,0.0341489706
Sample_1,0.0341489706
Sample_2,0.0341489706
Sample_3,0.0341489706
Recover_0,0.1123164995
Recover_1,0.1123164995
Recover_2,0.1123164995
Recover_3,0.1123164995
Stop_time_0,3.994669721
Time_of_interest_0,42.2623039894
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Total_S0_3,100000000
Infect_0,1.68e-08
Infect_1,1.68e-08
Infect_2,1.68e-08
Infect_3,1.68e-08
VisitDepart_0_0,0.0365768791
VisitDepart_0_1,0.0365768791
VisitDepart_0_2,0.0365768791
VisitDepart_0_3,0.0365768791
VisitDepart_1_0,0.0365768791
VisitDepart_1_1,0.0365768791
VisitDepart_1_2,0.0365768791
VisitDepart_1_3,0.0365768791
VisitDepart_2_0,0.0365768791
VisitDepart_2_1,0.0365768791
VisitDepart_2_2,0.0365768791
VisitDepart_2_3,0.0365768791
VisitDepart_3_0,0.0365768791
VisitDepart_3_1,0.0365768791
VisitDepart_3_2,0.0365768791
VisitDepart_3_3,0.0365768791
VisitReturn_0_0,0.1468341552
VisitReturn_0_1,0.1468341552
VisitReturn_0_2,0.1468341552
VisitReturn_0_3,0.1468341552
VisitReturn_1_0,0.1468341552
VisitReturn_1_1,0.1468341552
VisitReturn_1_2,0.1468341552
VisitReturn_1_3,0.1468341552
VisitReturn_2_0,0.1468341552
VisitReturn_2_1,0.1468341552
VisitReturn_2_2,0.1468341552
VisitReturn_2_3,0.1468341552
VisitReturn_3_0,0.1468341552
VisitReturn_3_1,0.1468341552
VisitReturn_3_2,0.1468341552
VisitReturn_3_3,0.1468341552
VisitStationaryFreqs_0_0,0.5723082806
VisitStationaryFreqs_0_1,0.1425639065
VisitStationaryFreqs_0_2,0.1425639065
VisitStationaryFreqs_0_3,0.1425639065
VisitStationaryFreqs_1_0,0.1425639065
VisitStationaryFreqs_1_1,0.5723082806
VisitStationaryFreqs_1_2,0.1425639065
VisitStationaryFreqs_1_3,0.1425639065
VisitStationaryFreqs_2_0,0.1425639065
VisitStationaryFreqs_2_1,0.1425639065
VisitStationaryFreqs_2_2,0.5723082806
VisitStationaryFreqs_2_3,0.1425639065
VisitStationaryFreqs_3_0,0.1425639065
VisitStationaryFreqs_3_1,0.1425639065
VisitStationaryFreqs_3_2,0.1425639065
VisitStationaryFreqs_3_3,0.5723082806
VisitApproxInfect_0_0,9.6e-09
VisitApproxInfect_0_1,2.4e-09
VisitApproxInfect_0_2,2.4e-09
VisitApproxInfect_0_3,2.4e-09
VisitApproxInfect_1_0,2.4e-09
VisitApproxInfect_1_1,9.6e-09
VisitApproxInfect_1_2,2.4e-09
VisitApproxInfect_1_3,2.4e-09
VisitApproxInfect_2_0,2.4e-09
VisitApproxInfect_2_1,2.4e-09
VisitApproxInfect_2_2,9.6e-09
VisitApproxInfect_2_3,2.4e-09
VisitApproxInfect_3_0,2.4e-09
VisitApproxInfect_3_1,2.4e-09
VisitApproxInfect_3_2,2.4e-09
VisitApproxInfect_3_3,9.6e-09
StartState_0,0
StartState_1,2
actual_sim_time_0,3.994669721
SampleCount_0,5.0
SampleCount_1,5.0
SampleCount_2,38.0
SampleCount_3,5.0
total_sampled_0,53.0
num_sampled_per_capita_0,5e-08
num_sampled_per_capita_1,5e-08
num_sampled_per_capita_2,3.8e-07
num_sampled_per_capita_3,5e-08
Prevalence_0,66.0
Prevalence_1,40.0
Prevalence_2,487.0
Prevalence_3,92.0
per_capita_prevalence_at_t_0,6.6e-07
per_capita_prevalence_at_t_1,4e-07
per_capita_prevalence_at_t_2,4.87e-06
per_capita_prevalence_at_t_3,9.2e-07
final_Susceptible_0_0_0,99999856.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999869.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999626.0
final_Susceptible_2_3_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,99999844.0
final_Contagious_0_0_0,35.0
final_Contagious_0_1_0,2.0
final_Contagious_0_2_0,76.0
final_Contagious_0_3_0,13.0
final_Contagious_1_0_0,8.0
final_Contagious_1_1_0,26.0
final_Contagious_1_2_0,66.0
final_Contagious_1_3_0,12.0
final_Contagious_2_0_0,14.0
final_Contagious_2_1_0,7.0
final_Contagious_2_2_0,288.0
final_Contagious_2_3_0,12.0
final_Contagious_3_0_0,9.0
final_Contagious_3_1_0,5.0
final_Contagious_3_2_0,57.0
final_Contagious_3_3_0,55.0
final_Recovered_0_0_0,19.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,19.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,53.0
final_Recovered_2_3_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,30.0
most_recent_tip_age_0,0.0
log_R0_0,2.4381948665
log_R0_1,2.4381948665
log_R0_2,2.4381948665
log_R0_3,2.4381948665
log_Sample_0,-3.3770228371
log_Sample_1,-3.3770228371
log_Sample_2,-3.3770228371
log_Sample_3,-3.3770228371
log_Recover_0,-2.1864345044
log_Recover_1,-2.1864345044
log_Recover_2,-2.1864345044
log_Recover_3,-2.1864345044
log_VisitDepart_0_0,-3.308338958
log_VisitDepart_0_1,-3.308338958
log_VisitDepart_0_2,-3.308338958
log_VisitDepart_0_3,-3.308338958
log_VisitDepart_1_0,-3.308338958
log_VisitDepart_1_1,-3.308338958
log_VisitDepart_1_2,-3.308338958
log_VisitDepart_1_3,-3.308338958
log_VisitDepart_2_0,-3.308338958
log_VisitDepart_2_1,-3.308338958
log_VisitDepart_2_2,-3.308338958
log_VisitDepart_2_3,-3.308338958
log_VisitDepart_3_0,-3.308338958
log_VisitDepart_3_1,-3.308338958
log_VisitDepart_3_2,-3.308338958
log_VisitDepart_3_3,-3.308338958
log_VisitReturn_0_0,-1.9184515253
log_VisitReturn_0_1,-1.9184515253
log_VisitReturn_0_2,-1.9184515253
log_VisitReturn_0_3,-1.9184515253
log_VisitReturn_1_0,-1.9184515253
log_VisitReturn_1_1,-1.9184515253
log_VisitReturn_1_2,-1.9184515253
log_VisitReturn_1_3,-1.9184515253
log_VisitReturn_2_0,-1.9184515253
log_VisitReturn_2_1,-1.9184515253
log_VisitReturn_2_2,-1.9184515253
log_VisitReturn_2_3,-1.9184515253
log_VisitReturn_3_0,-1.9184515253
log_VisitReturn_3_1,-1.9184515253
log_VisitReturn_3_2,-1.9184515253
log_VisitReturn_3_3,-1.9184515253
log_Infect_0,-17.9034514547
log_Infect_1,-17.9034514547
log_Infect_2,-17.9034514547
log_Infect_3,-17.9034514547
