param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,6.4853036235
R0_1,6.4853036235
R0_2,6.4853036235
Sample_0,0.0763338303
Sample_1,0.0763338303
Sample_2,0.0763338303
Recover_0,0.1641435189
Recover_1,0.1641435189
Recover_2,0.1641435189
Stop_time_0,3.9945772316
Time_of_interest_0,46.5657295897
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,1.56e-08
Infect_1,1.56e-08
Infect_2,1.56e-08
VisitDepart_0_0,0.0131757847
VisitDepart_0_1,0.0131757847
VisitDepart_0_2,0.0131757847
VisitDepart_1_0,0.0131757847
VisitDepart_1_1,0.0131757847
VisitDepart_1_2,0.0131757847
VisitDepart_2_0,0.0131757847
VisitDepart_2_1,0.0131757847
VisitDepart_2_2,0.0131757847
VisitReturn_0_0,0.3327782979
VisitReturn_0_1,0.3327782979
VisitReturn_0_2,0.3327782979
VisitReturn_1_0,0.3327782979
VisitReturn_1_1,0.3327782979
VisitReturn_1_2,0.3327782979
VisitReturn_2_0,0.3327782979
VisitReturn_2_1,0.3327782979
VisitReturn_2_2,0.3327782979
VisitStationaryFreqs_0_0,0.9266238432
VisitStationaryFreqs_0_1,0.0366880784
VisitStationaryFreqs_0_2,0.0366880784
VisitStationaryFreqs_1_0,0.0366880784
VisitStationaryFreqs_1_1,0.9266238432
VisitStationaryFreqs_1_2,0.0366880784
VisitStationaryFreqs_2_0,0.0366880784
VisitStationaryFreqs_2_1,0.0366880784
VisitStationaryFreqs_2_2,0.9266238432
VisitApproxInfect_0_0,1.45e-08
VisitApproxInfect_0_1,6e-10
VisitApproxInfect_0_2,6e-10
VisitApproxInfect_1_0,6e-10
VisitApproxInfect_1_1,1.45e-08
VisitApproxInfect_1_2,6e-10
VisitApproxInfect_2_0,6e-10
VisitApproxInfect_2_1,6e-10
VisitApproxInfect_2_2,1.45e-08
StartState_0,0
StartState_1,0
actual_sim_time_0,3.9945772316
SampleCount_0,51.0
SampleCount_1,2.0
SampleCount_2,8.0
total_sampled_0,61.0
num_sampled_per_capita_0,5.1e-07
num_sampled_per_capita_1,2e-08
num_sampled_per_capita_2,8e-08
Prevalence_0,484.0
Prevalence_1,19.0
Prevalence_2,62.0
per_capita_prevalence_at_t_0,4.84e-06
per_capita_prevalence_at_t_1,1.9e-07
per_capita_prevalence_at_t_2,6.2e-07
final_Susceptible_0_0_0,99999420.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999968.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999910.0
final_Contagious_0_0_0,456.0
final_Contagious_0_1_0,6.0
final_Contagious_0_2_0,5.0
final_Contagious_1_0_0,11.0
final_Contagious_1_1_0,13.0
final_Contagious_1_2_0,2.0
final_Contagious_2_0_0,17.0
final_Contagious_2_1_0,0.0
final_Contagious_2_2_0,55.0
final_Recovered_0_0_0,114.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,6.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,18.0
most_recent_tip_age_0,0.0
log_R0_0,1.869538636
log_R0_1,1.869538636
log_R0_2,1.869538636
log_Sample_0,-2.5726390536
log_Sample_1,-2.5726390536
log_Sample_2,-2.5726390536
log_Recover_0,-1.8070141184
log_Recover_1,-1.8070141184
log_Recover_2,-1.8070141184
log_VisitDepart_0_0,-4.3293746242
log_VisitDepart_0_1,-4.3293746242
log_VisitDepart_0_2,-4.3293746242
log_VisitDepart_1_0,-4.3293746242
log_VisitDepart_1_1,-4.3293746242
log_VisitDepart_1_2,-4.3293746242
log_VisitDepart_2_0,-4.3293746242
log_VisitDepart_2_1,-4.3293746242
log_VisitDepart_2_2,-4.3293746242
log_VisitReturn_0_0,-1.1002787827
log_VisitReturn_0_1,-1.1002787827
log_VisitReturn_0_2,-1.1002787827
log_VisitReturn_1_0,-1.1002787827
log_VisitReturn_1_1,-1.1002787827
log_VisitReturn_1_2,-1.1002787827
log_VisitReturn_2_0,-1.1002787827
log_VisitReturn_2_1,-1.1002787827
log_VisitReturn_2_2,-1.1002787827
log_Infect_0,-17.9762714838
log_Infect_1,-17.9762714838
log_Infect_2,-17.9762714838
