param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,8.8745613349
R0_1,8.8745613349
R0_2,8.8745613349
Sample_0,0.0194023944
Sample_1,0.0194023944
Sample_2,0.0194023944
Recover_0,0.3263134605
Recover_1,0.3263134605
Recover_2,0.3263134605
Stop_time_0,3.9923574655
Time_of_interest_0,61.6985827995
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,3.07e-08
Infect_1,3.07e-08
Infect_2,3.07e-08
VisitDepart_0_0,0.0104992909
VisitDepart_0_1,0.0104992909
VisitDepart_0_2,0.0104992909
VisitDepart_1_0,0.0104992909
VisitDepart_1_1,0.0104992909
VisitDepart_1_2,0.0104992909
VisitDepart_2_0,0.0104992909
VisitDepart_2_1,0.0104992909
VisitDepart_2_2,0.0104992909
VisitReturn_0_0,0.7090573052
VisitReturn_0_1,0.7090573052
VisitReturn_0_2,0.7090573052
VisitReturn_1_0,0.7090573052
VisitReturn_1_1,0.7090573052
VisitReturn_1_2,0.7090573052
VisitReturn_2_0,0.7090573052
VisitReturn_2_1,0.7090573052
VisitReturn_2_2,0.7090573052
VisitStationaryFreqs_0_0,0.9712370215
VisitStationaryFreqs_0_1,0.0143814893
VisitStationaryFreqs_0_2,0.0143814893
VisitStationaryFreqs_1_0,0.0143814893
VisitStationaryFreqs_1_1,0.9712370215
VisitStationaryFreqs_1_2,0.0143814893
VisitStationaryFreqs_2_0,0.0143814893
VisitStationaryFreqs_2_1,0.0143814893
VisitStationaryFreqs_2_2,0.9712370215
VisitApproxInfect_0_0,2.98e-08
VisitApproxInfect_0_1,4e-10
VisitApproxInfect_0_2,4e-10
VisitApproxInfect_1_0,4e-10
VisitApproxInfect_1_1,2.98e-08
VisitApproxInfect_1_2,4e-10
VisitApproxInfect_2_0,4e-10
VisitApproxInfect_2_1,4e-10
VisitApproxInfect_2_2,2.98e-08
StartState_0,0
StartState_1,0
actual_sim_time_0,3.9923574655
SampleCount_0,740.0
SampleCount_1,56.0
SampleCount_2,26.0
total_sampled_0,822.0
num_sampled_per_capita_0,7.4e-06
num_sampled_per_capita_1,5.6e-07
num_sampled_per_capita_2,2.6e-07
Prevalence_0,12982.0
Prevalence_1,967.0
Prevalence_2,621.0
per_capita_prevalence_at_t_0,0.00012982
per_capita_prevalence_at_t_1,9.67e-06
per_capita_prevalence_at_t_2,6.21e-06
final_Susceptible_0_0_0,99984907.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99998755.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999156.0
final_Contagious_0_0_0,12673.0
final_Contagious_0_1_0,48.0
final_Contagious_0_2_0,51.0
final_Contagious_1_0_0,144.0
final_Contagious_1_1_0,910.0
final_Contagious_1_2_0,13.0
final_Contagious_2_0_0,165.0
final_Contagious_2_1_0,9.0
final_Contagious_2_2_0,557.0
final_Recovered_0_0_0,2322.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,178.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,113.0
most_recent_tip_age_0,0.0
log_R0_0,2.1831889071
log_R0_1,2.1831889071
log_R0_2,2.1831889071
log_Sample_0,-3.9423587959
log_Sample_1,-3.9423587959
log_Sample_2,-3.9423587959
log_Recover_0,-1.1198968244
log_Recover_1,-1.1198968244
log_Recover_2,-1.1198968244
log_VisitDepart_0_0,-4.556447558
log_VisitDepart_0_1,-4.556447558
log_VisitDepart_0_2,-4.556447558
log_VisitDepart_1_0,-4.556447558
log_VisitDepart_1_1,-4.556447558
log_VisitDepart_1_2,-4.556447558
log_VisitDepart_2_0,-4.556447558
log_VisitDepart_2_1,-4.556447558
log_VisitDepart_2_2,-4.556447558
log_VisitReturn_0_0,-0.3438189303
log_VisitReturn_0_1,-0.3438189303
log_VisitReturn_0_2,-0.3438189303
log_VisitReturn_1_0,-0.3438189303
log_VisitReturn_1_1,-0.3438189303
log_VisitReturn_1_2,-0.3438189303
log_VisitReturn_2_0,-0.3438189303
log_VisitReturn_2_1,-0.3438189303
log_VisitReturn_2_2,-0.3438189303
log_Infect_0,-17.2996299068
log_Infect_1,-17.2996299068
log_Infect_2,-17.2996299068
