param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,6.9786622387
R0_1,6.9786622387
R0_2,6.9786622387
Sample_0,0.0262029517
Sample_1,0.0262029517
Sample_2,0.0262029517
Recover_0,0.5010081767
Recover_1,0.5010081767
Recover_2,0.5010081767
Stop_time_0,3.9900037479
Time_of_interest_0,13.3675175621
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,3.68e-08
Infect_1,3.68e-08
Infect_2,3.68e-08
VisitDepart_0_0,0.0687697293
VisitDepart_0_1,0.0687697293
VisitDepart_0_2,0.0687697293
VisitDepart_1_0,0.0687697293
VisitDepart_1_1,0.0687697293
VisitDepart_1_2,0.0687697293
VisitDepart_2_0,0.0687697293
VisitDepart_2_1,0.0687697293
VisitDepart_2_2,0.0687697293
VisitReturn_0_0,0.2061103992
VisitReturn_0_1,0.2061103992
VisitReturn_0_2,0.2061103992
VisitReturn_1_0,0.2061103992
VisitReturn_1_1,0.2061103992
VisitReturn_1_2,0.2061103992
VisitReturn_2_0,0.2061103992
VisitReturn_2_1,0.2061103992
VisitReturn_2_2,0.2061103992
VisitStationaryFreqs_0_0,0.599768615
VisitStationaryFreqs_0_1,0.2001156925
VisitStationaryFreqs_0_2,0.2001156925
VisitStationaryFreqs_1_0,0.2001156925
VisitStationaryFreqs_1_1,0.599768615
VisitStationaryFreqs_1_2,0.2001156925
VisitStationaryFreqs_2_0,0.2001156925
VisitStationaryFreqs_2_1,0.2001156925
VisitStationaryFreqs_2_2,0.599768615
VisitApproxInfect_0_0,2.21e-08
VisitApproxInfect_0_1,7.4e-09
VisitApproxInfect_0_2,7.4e-09
VisitApproxInfect_1_0,7.4e-09
VisitApproxInfect_1_1,2.21e-08
VisitApproxInfect_1_2,7.4e-09
VisitApproxInfect_2_0,7.4e-09
VisitApproxInfect_2_1,7.4e-09
VisitApproxInfect_2_2,2.21e-08
StartState_0,1
StartState_1,0
actual_sim_time_0,3.9900037479
SampleCount_0,73.0
SampleCount_1,449.0
SampleCount_2,128.0
total_sampled_0,650.0
num_sampled_per_capita_0,7.3e-07
num_sampled_per_capita_1,4.49e-06
num_sampled_per_capita_2,1.28e-06
Prevalence_0,1358.0
Prevalence_1,7603.0
Prevalence_2,2127.0
per_capita_prevalence_at_t_0,1.358e-05
per_capita_prevalence_at_t_1,7.603e-05
per_capita_prevalence_at_t_2,2.127e-05
final_Susceptible_0_0_0,99996727.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99993419.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99996298.0
final_Contagious_0_0_0,810.0
final_Contagious_0_1_0,1477.0
final_Contagious_0_2_0,407.0
final_Contagious_1_0_0,294.0
final_Contagious_1_1_0,4648.0
final_Contagious_1_2_0,446.0
final_Contagious_2_0_0,254.0
final_Contagious_2_1_0,1478.0
final_Contagious_2_2_0,1274.0
final_Recovered_0_0_0,579.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,1194.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,696.0
most_recent_tip_age_0,0.0
log_R0_0,1.9428572421
log_R0_1,1.9428572421
log_R0_2,1.9428572421
log_Sample_0,-3.6418832153
log_Sample_1,-3.6418832153
log_Sample_2,-3.6418832153
log_Recover_0,-0.6911328574
log_Recover_1,-0.6911328574
log_Recover_2,-0.6911328574
log_VisitDepart_0_0,-2.6769916126
log_VisitDepart_0_1,-2.6769916126
log_VisitDepart_0_2,-2.6769916126
log_VisitDepart_1_0,-2.6769916126
log_VisitDepart_1_1,-2.6769916126
log_VisitDepart_1_2,-2.6769916126
log_VisitDepart_2_0,-2.6769916126
log_VisitDepart_2_1,-2.6769916126
log_VisitDepart_2_2,-2.6769916126
log_VisitReturn_0_0,-1.5793433354
log_VisitReturn_0_1,-1.5793433354
log_VisitReturn_0_2,-1.5793433354
log_VisitReturn_1_0,-1.5793433354
log_VisitReturn_1_1,-1.5793433354
log_VisitReturn_1_2,-1.5793433354
log_VisitReturn_2_0,-1.5793433354
log_VisitReturn_2_1,-1.5793433354
log_VisitReturn_2_2,-1.5793433354
log_Infect_0,-17.1179776895
log_Infect_1,-17.1179776895
log_Infect_2,-17.1179776895
